replay_idx,beatmap_name,mod_str,nm_stars,neg_loglik_FC,neg_loglik_SS_given_FC
52,Inferi - Those Who from the Heavens Came [Fengshen Yanyi],EZDT,7.720248694,87.80913747,133.5049605
913,xi - FREEDOM DiVE [Arles],NF,9.700611217,85.68041548,94.2760246
70,va - jump pack [A FOOL MOON NIGHT],NF,10.08416527,78.05168506,38.36712354
408,odaxelagnia - nicololi [for weak CS3 HP2],NM,9.146768408,74.46752195,34.58689039
68,umu. - humanly [facade],NM,8.941362888,67.61118734,33.6608678
354,"Virtuanoise, Cosmo, Arcek & Zigurat - 4 Aliens At Work [CM vs. N vs. NB vs. T : Fourth day nonstop working in demand]",NM,7.885682284,66.78970905,74.49098561
617,Camellia feat. Nanahira - Kizuitara Shunkashuutou [Seasons],HDNF,9.55096195,65.12907821,66.30457779
64,Kobaryo - Tool-Assisted Speedcore (TQBF Frame Advance RMX) [Delete The World],NF,8.064830773,60.51945585,54.63064653
527,Kobaryo - Tool-Assisted Speedcore (TQBF Frame Advance RMX) [Delete The World],NM,8.064830773,60.51945585,54.63064653
875,Various Artists - Julaaaan's Triangle Jump Training 2 [On My Own],NM,8.807588233,59.19336719,36.66945089
122,Ariabl'eyeS - Reincarnation [Suffering],NM,9.621411566,58.98978101,35.38203877
330,DragonForce - Scars of Yesterday [Waste of Time],EZ,7.418589138,58.27135047,85.04013652
448,P4koo - Enka - flameflower [Fatal -Last-],NF,10.24662598,57.66136366,34.46157869
539,Imagine Dragons - Warriors [1000lp challenger],HDDTNF,8.323390052,56.2177841,49.46898943
940,Teminite & Panda Eyes - Highscore [extrad1881 (ar 10)],NM,8.335858265,53.71504276,25.32148481
130,Mrs. GREEN APPLE - Ao to Natsu (katagiri Bootleg) (Sped Up Ver.) [Summer],NM,9.217350507,51.97158085,43.15026403
796,Laur - Sound Chimera [Chimera],NM,8.208373552,51.75046382,67.61401673
167,HitoshizukuP x Yama - Crazy nighT [EnD],HDNF,8.553634842,50.2024054,29.84270764
602,shikata akiko - Katayoku no tori [Arles],NF,8.560100841,49.72374131,45.82653597
370,PinocchioP - sukisukisukisukisukisukisukisukisukisuki [LESS THAN THREE DIMENSIONS],NF,8.19664622,49.53633303,64.9433489
889,a_hisa - Logical Stimulus [owo],NF,8.125618321,49.2233551,79.21684878
942,F-777 - Space Battle [cs 4 lo],NM,7.900571651,49.16016548,64.50077366
243,Carlito - Poco Loco [pinata why u explode],NM,8.380468631,49.04672149,30.73065394
268,Ata - Euphoria [Ultimate Power],HD,8.459031952,47.07225112,60.21243865
180,"Nanahoshi Kangengakudan - Rubik's Cube [43,252,003,274,489,856,000]",NM,8.052040035,46.77600886,48.98099842
692,Fanatic - Seishoujo Syndrome [mega kolab],NM,9.249203405,46.46155505,62.19880855
349,Panda Eyes & Teminite - Highscore [Game Over],HDDTNF,7.334755293,45.54970163,38.24085822
16,Popek - Rhythmic Collapse [Rhytmusstorung],NM,7.460353472,44.28459893,75.62867425
542,Chikamori Kayako - Kigurumi Sungeki [La~ La La ~~ La La La. La. La.],NM,7.796994438,44.10337982,37.46542903
238,DJ OKAWARI - Flower Dance [Titania 9.7],NM,7.816623356,43.5345598,36.32183254
415,DJ OKAWARI - Flower Dance [Titania 9.7],NM,7.816623356,43.5345598,36.32183254
688,"Imperial Circus Dead Decadence - Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo. [Kurushimi]",NM,8.22540176,43.16706169,74.82228667
753,"Imperial Circus Dead Decadence - Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo. [Kurushimi]",NM,8.22540176,43.16706169,74.82228667
569,Release Hallucination - Chronostasis [A Brilliant Petal Frozen in an Everlasting Moment],NM,8.824001364,42.0352403,65.98668936
38,DECO*27 - Ghost Rule [No One But CRN !!],NM,8.010053647,41.88891459,26.46377851
546,FLOOR BABA - WIGGLE CORE [TAP],NM,6.613191615,41.86888721,46.64601243
588,goreshit - MATZcore [Lolicore],DT,6.341357636,41.48307585,131.6992737
229,DJ OKAWARI - Flower Dance [Titania NC 9.8],HDNF,7.960868559,41.4532492,46.93589234
75,Aqua - Barbie girl [Ultimate Cancer],NM,9.230689521,41.12795244,26.31994587
282,Ne Obliviscaris - Libera [Lachesismic Armageddon],NM,8.139245487,40.31392791,100.0756605
696,K A Z M A S A - Bon Appetit S (Oldskool HappyHardcore Remix) (Short Ver.) [blend s (220 bpm)],NM,7.274582526,40.12144302,96.02116006
309,tokiwa yuu - shounen ripples [Arles],NM,8.111010138,39.55714212,56.98423609
903,Imperial Circus Dead Decadence - Chinurareta Shuren ni Fukeru Houmura [Despair],NM,7.980034409,39.53066116,68.76887224
451,Camellia - We Could Get More Machinegun Psystyle! (And More Genre Switches) [Frick],NM,6.776204952,39.46558245,50.11004553
730,Sellouts - Spotify Ads [AWESOME SCREEN AWESOME CAMERA LONG LASTING BATTERY LIFE],NM,8.597131571,39.27240773,20.34909724
707,penoreri - Preserved Valkyria [Arles],NM,8.455072694,38.89322736,49.77588693
743,NOA - Monsters [<>],NM,7.997461658,38.81590589,38.91528947
74,Niji No Conquistador - zutto summer de koishiteru [Summer is only beginning],NM,8.567506902,38.53784261,40.11742376
880,Charlie Darker & Far Too Loud - Nail Gun (Short ver.) [CIDOR Diff EzRX],NM,7.908704834,38.05047993,32.02014122
393,PSYQUI - Hype feat. Such [Nightfall],NM,7.21760102,37.5213237,58.71723808
235,Kondo Koji - Slider [64 DIMENSIONS],NM,6.984579506,37.16524104,50.60608152
478,Camellia - GHOST [SPEKTRE],NM,7.06088863,36.94230648,84.04138193
698,Araki - Chiisana Koi no Uta (Synth Rock Cover) [Together],NF,8.162949191,36.71089113,40.98882346
145,Minase Inori - brave climber [courage],HDDT,6.785828977,36.65260343,71.68832982
305,Teminite & MDK - Space Invaders [Dimensional Virtual Arcade],NM,8.03636408,36.61175118,36.70208836
849,gmtn. (witch's slave) - Illegal Paradise [Slavery],NM,7.120851917,35.73580964,56.21359679
312,DimierLisb - Antiqua Doll [Psychoderia],NM,7.456298105,35.44660422,57.59221571
2,Sunless Rise - Awakening [Untruth],NM,7.132570969,34.98479571,114.568975
507,Sunless Rise - Awakening [Untruth],NM,7.132570969,34.98479571,114.568975
499,Kissing the Mirror x UNDEAD CORPORATION - Frozen Gear [Hunter In The Mist],NM,7.608327432,34.87257571,114.8627956
123,Kabocha - EmbryO [Heilia's Ultra],NM,7.50954559,34.18298238,54.70762913
749,Emiru no Aishita Tsukiyo ni Dai San Gensou Kyoku wo - ito [Petal],NM,6.772517001,33.80207848,46.67042763
456,Kishida Kyoudan & The Akeboshi Rockets - HIGHSCHOOL OF THE DEAD (Speed Up Ver.) [Eternity],NM,8.136054161,33.62266402,43.53872844
375,Plan B - Candy (Speed Up Ver.) [KINKY NASTY],NM,8.302259844,33.2969517,24.00794947
197,John Newman - Love Me Again [Can you love me again?],NM,8.126157976,33.19535851,25.46398637
332,katagiri - The Eve of the Breakcore Revolution [Extra],NF,6.73544372,32.90971043,69.48436507
886,Kobaryo - Cartoon Candy [Girl's Mocha Cappucino Deluxe],NM,7.390460908,32.36212503,53.36806662
879,Halozy - Genryuu Kaiko [Higan Torrent],NM,6.76889282,32.18906298,46.91998484
250,Void - Just Hold on (To All Fighters) [Beginning],NM,6.105086622,32.06174522,86.42772749
871,Void - Just Hold on (To All Fighters) [Beginning],NM,6.105086622,32.06174522,86.42772749
503,Camellia - Exit This Earth's Atomosphere [Evolution],NM,6.748054818,31.2247379,46.43254042
24,t+pazolite - Oshama Scramble! (IOException Edit) [Special],NM,6.583587399,31.22453303,39.87139775
658,MISATO - Necro Fantasia [Lunatic],EZ,6.051965811,31.11183529,24.17600049
859,xi - FREEDOM DiVE [Extra],NF,7.055493229,31.08466005,86.50476456
461,Camellia - Flamewall [Kujinn's EXTREME],HR,6.987014028,30.96778663,53.76346839
153,xi - FREEDOM DiVE [ENDLESS DiMENSiONS],NM,7.455631271,30.74135804,81.35359933
324,II-L - VOSTOK-3 [Basic],NM,7.091104269,30.67010492,39.20730583
287,lapix - Carry Me Away (Extended Mix) [Bright Lights],NM,6.505736469,30.51768627,54.17509715
14,:)  feat. KAFU - Egonomy [fleX],NM,6.596797856,30.36103124,42.04821429
237,HISATOMI - lullaby (feat. KIRA) (uet Remix) [one more before i go...],NF,7.017241634,30.3398363,56.86142347
118,Nitta emi - Heart beat [Arles],NM,7.553343635,30.18783294,55.61507784
624,Shimotsuki Haruka - Youka to Yumeutsutsu [Awaken AR10],NM,8.015816277,30.18079049,46.68322789
643,DJKurara - Goodbye [SEVEN COLORS],NM,6.12564775,30.11268063,53.18646537
831,TOOL - The Pot [High],NM,7.428424047,29.86560228,46.92847897
221,SakiZ - osu!favourites [Marathon],NF,7.152229295,29.71783653,91.71354028
840,Imagine Dragons - Warriors [1000lp challenger],HDNF,8.323390052,29.67017181,29.37032196
516,Camellia - Break The Silence [murmur.],NM,7.007698325,29.1576974,68.97593015
266,Hiro - Carol Mega Mix [Yokes' Hidden Presents],HD,5.582682468,29.13310852,55.67449628
928,Camellia feat. Nanahira - finorza [Shattered],NF,6.365756789,28.66167893,59.17660382
457,Gary-lee Calvert - MC MENTAL @ HIS BEST [MC],NM,6.328815418,28.51131853,87.23747791
86,Xanthochroid - In Putris Stagnum [Neverending],NM,7.615721169,28.35908304,86.45045861
662,Busdriver - Imaginary Places [NeBu's Speed Demon],NF,6.920791209,28.27083314,48.6012491
417,Watashi (CV: Yuuki Aoi) - Ganbare! Kumoko-san no Thema (TV Size) [Ultra: Arachne],NM,7.733925907,28.25041378,40.07681986
949,Yousei Teikoku - Autoscopy [Extreme],NM,6.313676295,27.68359325,42.56987538
737,Silentroom - Nhelv [iniquitatem],NM,6.425998381,27.60724318,44.48470962
537,"Demetori - Yuuga ni Sakase, Sumizome no Sakura ~ The Harm of Coming into Existence [Stage 6]",HD,7.208390719,27.54168583,50.73341113
108,Linkin Park - Breaking The Habit [turbo kolab],NM,7.643965386,27.16268193,30.93208061
239,Linkin Park - Breaking The Habit [turbo kolab],NM,7.643965386,27.16268193,30.93208061
459,MYUKKE. - NO ONE YES MAN [PEACE],NM,6.190749795,27.13535083,39.42376921
603,DECO*27 - Animal feat. Hatsune Miku [qq],NM,6.899017921,27.06730324,40.54849404
701,Various Artists - Jump Training Collection #3 [Final Level!! - Yuudachi no Ribbon],NM,7.998304908,27.02250589,21.22817865
128,Camellia - epimerization [catalyst],NM,6.707378506,26.91950308,50.56230561
383,Brian The Sun - Lonely Go! (TV Size) [Jougan],HDDT,7.00238664,26.91551121,26.59532347
405,Madsonik & Kill the Noise Ft. Tom Morello - Divebomb [DIVE BOMB],HDNF,7.979863836,26.90732771,28.41020703
320,II-L - SPUTNIK-3 [Beyond OWC],NM,6.187928558,26.88097819,55.62722984
884,OISHII - ONIGIRI FREEWAY [EXTREME RICE],NM,7.075432299,26.79050589,50.52574276
541,e-ZUKA - Assailant in the Night [a],NM,8.256208793,26.78602861,197.330156
665,Kitamura Eri - arcadia paroniria [Lovelorn],HR,7.588693729,26.75985633,58.25371864
595,xi - FREEDOM DiVE [Extreme],NM,6.731949982,26.15776395,91.97411001
713,Silvia - Vertex Gamma [GAMMA],NF,7.887110117,26.00497138,152.4823213
898,Silvia - Vertex Gamma [GAMMA],NM,7.887110117,26.00497138,152.4823213
793,Niko - Made of Fire [Oni],HDDT,5.432057248,25.99073915,38.16180511
458,Aimiya Zero - -ERROR [Drowning],HD,7.404080235,25.72230772,28.06172254
780,Imperial Circus Dead Decadence - Danzai No Honoo To Koibito-Tachi No Rondo [Someday they will meet each other again],NM,7.038805853,25.70669539,44.20780108
677,Sota Fujimori - polygon [Incrementally Hi-Speed Extreme],NM,6.716143249,25.58272712,39.72644236
440,Tokyo.MeltiMelt - the Beautiful Cure feat. nayuta [Magnificat],NM,6.620203445,25.54349267,47.19442611
90,UNDEAD CORPORATION - Everything will freeze [Extra],NM,6.692138142,25.51935066,108.2831744
340,HLEB - How to forget that day [-Z-E-R-O-],HRNF,5.784405428,25.46122782,28.70732323
11,Fellowship - Glory Days [Relentless Heartache],NM,7.440694506,25.43364367,61.79433131
409,-45 - Mind of the Corpse [mario kart wii is better than osu],NF,6.882096814,25.28098683,81.5108865
109,Nhato - Gekka [zerooooo],HDNF,6.826047789,25.21500502,37.48058725
625,Team Grimoire - Dantalion [Conflict],NM,6.026841936,25.15843567,62.96711094
823,Various Artists - 220bpm pack [Mynarco Addiction],NM,7.050281463,25.12450504,77.4248979
500,Ling Yuan yousa - Kami no Manimani [dance! dance!],NM,5.906146614,25.07557362,47.00394088
171,Panda Eyes & Teminite - Highscore [Game Over],NM,7.334755293,24.92903392,28.74662468
483,Seiryu - BLUE DRAGON [Blue Dragon],HDDT,7.002203438,24.8319845,32.19141512
355,Mantis & Rekoil - Trauma [Senitoshi Collab],NM,7.305109623,24.81809001,41.06390104
300,Niji No Conquistador - zutto summer de koishiteru [Ultra],NM,7.196046656,24.46893427,34.5376302
797,Neko Hacker - Kuishinbo Hacker feat. Kuishinbo Akachan [EX],HDNF,5.668591916,24.22814624,35.11393087
92,Nekrogoblikon - The Skin Thief [Murder],NM,7.071174752,24.1963204,103.2122253
211,weyheyhey !! - UP THE BUM NO BAIIIIIBEEZ [JUMP AROUND],NM,7.010331877,24.12759233,44.62123961
506,kurokumo - God-ish [Gott ist tot],HD,6.340518388,24.09791793,34.19332895
856,Yuaru - Asu no Yozora Shoukaihan (Speed Up Ver.) [Together],NM,8.226456986,23.93212847,41.42287357
972,inabakumori - Lost Umbrella [Extra],NM,6.119738789,23.34408206,32.89051058
182,Demetori - Nostalgic Blood of the East ~ Sic World [The Girl Who Reads Scrolls],NM,6.662419798,23.29472996,62.44014818
501,Kozato snow - Rengetsu Ouka [hana],NM,6.198485925,22.93257851,42.29327287
931,xi - Garyou Tensei [Hello],NM,6.772852515,22.87585798,48.43917576
212,cosMo@BousouP feat. Hatsune Miku - Machinegun Poem Doll [Chaotic Burst of Maniac Rhythm],NM,6.293297812,22.87325309,71.05780204
554,yuikonnu & ayaponzu* - Super Nuko World [Guy's Extra],DT,5.573325865,22.77702111,87.71842285
150,DystopiaGround - AugoEidEs [oyasumi],NF,7.221914157,22.567569,48.36571591
719,Wagakki Band - Tengaku [Uncompressed Fury of a Raging Japanese God],NM,7.812080742,22.44743264,50.98057857
633,L.E.D.-G - BITTER CHOCOLATE STRIKER [ANOTHER],NM,7.521826403,22.30028096,29.39596898
781,"Imperial Circus Dead Decadence - Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo. [Reverberation]",NM,6.809989526,22.1188754,94.87400745
403,xi remixed by cosMo@bousouP - FREEDOM DiVE [METAL DIMENSIONS] [Extra],NM,6.576439792,22.04024604,86.61277693
371,Stormzy - Big For Your Boots [#Merky],NM,6.151172497,21.96685752,28.47278066
352,technoplanet - Juvenile [Ataraxis],NM,7.577033103,21.95044552,54.55302846
344,"ShinRa-Bansho - Pink Kurage to, Sotto, Kiss o Shita. [I gently kissed the pink jellyfish.]",HD,6.908677309,21.77780436,43.10042867
244,DJ Okawari - Flower Dance (Short Ver.) [Dance],NM,6.0132739,21.44570044,27.37068792
714,Dark PHOENiX - Ryokugan no Jealousy [Green-Eyed Monster],NM,6.819662028,21.39689612,42.38295929
107,Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [My Angel Kuki's Expert],EZ,4.940866712,21.3965948,32.56799672
567,Aline Barros - Eu Li Na Biblia (Sped Up & Cut Ver.) [Friend of God],HDDT,6.394259475,21.32868952,26.64336201
338,Franchouchou - Saga Jihen [The jealous dance of a distressed butterfly],NF,6.277362116,21.2539939,32.03774724
485,MYTH & ROID - Paradisus-Paradoxum [rem best girl],NM,7.388454296,21.1940108,60.54170163
566,Mitsukiyo - Summer Bounce [Paradise Collab],NM,6.009081344,21.14194605,44.30730487
154,Aether Realm - The Fool [Shadow of the Light],NM,6.901760937,21.07899554,69.10154055
196,TOMINAGA TOMMY HIROAKI - JoJo ~Sono Chi no Sadame~ Archetype MIX Ver. [Overdrive],NM,6.037285122,21.07709709,37.21627924
13,DystopiaGround - AugoEidEs [oyasumi],HD,7.221914157,20.98947664,44.31886447
684,Multiple Artists - thing [lol 235],HD,6.800563014,20.89758693,92.19672424
842,Kanpyohgo - Unmei no Dark Side -Rolling Gothic mix [FreeSongs' Rolling Hell],NM,6.564559821,20.4562598,53.60714093
809,paraoka - REAL210 [Arles],NM,6.447282337,20.33483458,41.12623794
277,Omoi - Snow Drive(01.23) [NiNo's Expert],NM,6.621448662,20.26997178,54.20411069
897,PSYQUI - Still in my heart feat. Punipuni Denki [bones' true love <3],NM,6.044563122,20.22965137,45.23657416
202,Miraie - Gucci Gucci Literature Club's Not Hot (ft. Monika) [Elcheer's Extreme Cancer],NM,6.821275074,20.14905233,22.17332617
844,3R2 - Mischievous Masquerade [Casual],NM,6.055672154,20.1301916,24.54273415
581,Wakeshima Kanon - Tsukinami [Nostalgia],HDDT,6.146689429,20.10089714,41.28029906
377,Dancing Cats - Go Kitty Go! [lets go],NM,7.344162177,20.09099911,22.85779717
284,Demetori - Hartmann no Youkai Shoujo ~ Todestrieb und Lebenstrieb [Extra Stage],NM,6.288398737,20.01551949,79.19932715
308,LiSA - Believe in ourselves [Our Everlasting Love],HDDT,6.335974886,19.91935045,40.11602576
551,Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Mun's Expert],NM,6.305655428,19.82766004,94.43838128
136,Tech N9ne - Worldwide Choppers [Gangsta],NF,6.349763454,19.64333316,44.48719979
947,Meramipop - Secret Desire - Dyes Remix - [Irregular],NM,5.720579675,19.54944881,47.42968442
878,Eve - Gekka*Midare Botan [Meg&Roll_Pan's E-Xtra],NM,6.891694812,19.54557407,55.400683
428,Susumu Hirasawa - SWITCHED-ON LOTUS [Lotus],NM,6.59931386,19.52557639,24.62917743
347,goreshit - benzo (with me eternal) [forever],,6.418567168,19.17064858,55.9290078
487,Ne Obliviscaris - Painters GAMMA [240 BPM],HD,6.571924215,19.03849985,171.7243673
291,Street - Dimension Ninja [Tech + Finger Control],HD,6.057313062,18.95204922,29.06742018
945,Nanahoshi Kangengakudan feat.Matsushita - Dance Number o Tomo ni [Dance Number],NM,5.544710443,18.80853157,33.14724311
843,Jun.A - The Refrain of the Lovely Great War [SOLO],HDNF,5.36590485,18.77886777,56.75846992
111,GALNERYUS - RAISE MY SWORD [Feruver's Expert],NF,6.083909022,18.74656394,52.6691322
756,Helblinde - Imagine Breaker [woof],HD,7.501561425,18.65046646,28.19652182
316,Various Artists - Jump & Stream Practice [Fort's Call me it. [it.]],HRNF,8.096642499,18.60803582,19.21934071
538,UNDEAD CORPORATION - Yoru Naku Usagi wa Yume o Miru [Madness],NM,6.925652321,18.48803312,43.46141619
941,t+pazolite - CENSORED!! [XXX!!!],NM,7.420015133,18.46498076,22.62423287
32,Demetori - Songs Compilation [Marathon],DT,4.830476373,18.31795623,74.5677963
964,Various Artists - Stream Practice Set [Polygon - 174 bpm [CHALLENGE - Chorus]],NM,6.424577532,18.12943095,34.85008929
728,Yorushika - Deep Indigo [That's Why I Gave up on Mapping],HD,7.168995356,18.04881058,30.11883614
920,LeaF - Kyouki Ranbu [Extreme],HD,6.000805434,18.01265143,46.38966209
854,[Kyoro] - Mochio- [Extra],NM,5.958117635,17.95828187,31.29899005
106,Various Artists - pedri Pack [dancin],NM,8.401768072,17.89897361,7.964229995
586,"Camellia - FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi) [browiec & Kuki's EXTRA]",NM,6.500139932,17.78338377,38.56196411
104,glass beach - bedroom community (tv size) [Julaaaan's Community],NM,7.281060635,17.75035722,20.52463901
94,Crywolf - Eyes Half Closed [Huvafen],HDDT,6.163266132,17.69932436,27.07703941
297,"MY FIRST STORY feat. chelly (EGOIST) - 1,000,000 TIMES [AGAIN AND AGAIN]",NM,6.194000609,17.67312536,47.2676284
820,Chroma - I [Mamiko's HEAVENLY],NM,6.359409502,17.52219038,40.47502467
43,beatMARIO - Night of Knights [SOLO],NM,4.826753071,17.52024372,67.32022538
168,Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Harupion's Extra],NM,6.113620655,17.35132025,61.30046196
790,Kano - Walk This Way! (Cut Ver.) [Happiness!],NM,7.866514472,17.22410424,22.34037915
986,TERRASPEX - AMAZING BREAK [DESPAIR],HR,6.298334885,17.13961065,37.54276056
778,xi - Blue Zenith (Cut Ver.) [TWO DIMENSIONS],NM,6.998108114,17.09255868,54.31421063
908,Ishihara Kaori - Plastic Smile (TV Size) [My Angel Nymphe's Insane],EZDT,4.528015013,17.07129596,20.16885036
732,Tech N9ne - Speedom (WWC2) (feat. Eminem & Krizz Kaliko) [Extreme],NM,5.856171287,17.00085699,42.16248012
292,isoganakya - isogu (Stream Practice Maps) [300BPM],NM,7.451978654,16.94244362,131.7508107
916,Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Extreme],NM,6.479083184,16.77632327,122.8403137
356,M2U - A Bella! (feat. Lucy) [X],NF,5.823539176,16.73979693,26.70780891
519,Wagakki Band - Tengaku [The Petals of a Now Fully Bloomed Look of Madness Adorn the World],HR,7.898029983,16.70677183,35.20206681
418,GYZE - HONESTY [DISHONEST],NM,7.114507345,16.65123765,52.82184186
746,Yooh - LegenD. [GRAVITY],NM,6.10624807,16.64498381,37.6083211
510,"Katarzyna Bogusz, Ola Maciejewska, Przemyslaw Kleczkowski - Blogoslawieni Milosierni (Krysiek Remix) [Blessed are the Merciful]",NM,5.662186046,16.6264089,28.48735266
943,ZUTOMAYO - Kan Saete Kuyashiiwa [geragera],NM,5.738488799,16.59015593,37.74499539
801,Rings of Saturn - Senseless Massacre [Fenza's Genocide],NM,6.911083756,16.56957993,95.32535321
580,Camellia - Diastrophism [Real's Extreme],NM,6.045091349,16.45216124,63.19998512
435,Tsumiki - phony [Calvaria's Ex],HD,5.452934963,16.38184706,29.98892104
868,ryu5150 - Louder than steel [Onlybiscuit's Extra],NM,5.654679311,16.27225399,54.01759905
397,KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771,16.21666246,48.18524641
424,KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771,16.21666246,48.18524641
821,KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771,16.21666246,48.18524641
560,xi - FREEDOM DiVE [FOUR DIMENSIONS BPM180],NM,5.808355895,16.14902573,73.46886831
37,TUYU - Namikare [Withering Tears],NM,6.976028127,16.07807343,38.92011122
496,SYU (from GALNERYUS) - REASON [Meaning of Life],NM,5.925470137,16.06670696,64.92415022
547,SYU (from GALNERYUS) - REASON [Meaning of Life],NM,5.925470137,16.06670696,64.92415022
396,Silvia - Vertex Delta [DELTA],NM,7.216997546,15.98209355,126.3572943
894,Infected Mushroom - The Pretender [Pretender],NM,5.492186811,15.85124329,49.30313515
78,Andromedik - Invasion [Collab Extra],NM,5.214717705,15.82439042,43.81243725
967,KINEMA106 - N.M.W [NO MORE WAR],HR,5.953672965,15.7923945,32.54449931
874,Serenity - Lionheart [Expert],DT,5.709619029,15.78026611,84.14723695
717,AZKi - Fake.Fake.Fake [Collab Extra],NM,5.73294618,15.76448192,34.5682539
937,Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Stage 5],NM,6.255748069,15.74197741,65.16440953
841,PSYQUI - Hype feat. Such (lapix Remix) [Seeing Stars],HD,5.745613209,15.67058806,50.98932663
853,Renard - Dash Hopes 3 [300 BPM Madness!],NM,7.446936918,15.55538278,98.46170863
616,Unknown Artist - LEGIA TO CHUJE [Ultimate 2021: Speed],NM,6.695980383,15.49197284,158.6441531
729,OwataP - Turkish March - Owata \(^o^)/ [<Normal Mode>],NM,5.861852272,15.41397703,69.57727576
452,IOSYS - Kanbu de Todomatte Sugu Tokeru ~ Kyouki no Udongein [Hard],DT,5.127742472,15.35831434,120.6638129
866,ZAQ - Caste Room [tomadoi & Karen's Ascension],NM,5.932821239,15.18610982,37.4394362
227,Aqours - Aozora Jumping Heart [Sunshine!!],NM,7.029270642,15.03672335,24.86183603
647,Tatsh - Xevel [Extreme],NM,6.028566651,14.9748258,63.56538757
173,K A Z M A S A - Bon Appetit S (Oldskool HappyHardcore Remix) (Short Ver.) [blend s],NM,5.780178258,14.86873802,61.36817952
373,ShinRa-Bansho - Itazura Sensation [The Dead Princess was her?],NM,6.558103079,14.81208347,56.90876458
718,Polyphia - O.D. [VINXIS' Extra],NM,5.433480826,14.74246487,39.54072726
119,Usada Pekora - Discommunication Alien [uwaaa],HDNF,4.75596346,14.7393583,30.53880124
191,Maneki Kecak - Atashi no Nokori Zenbu Ageru [Daydream],HD,6.552538753,14.68584601,34.62798961
686,MYUKKE. - re[in]flaw [in[co]rect],HRNF,5.731405235,14.68016872,36.07650565
45,TAROLIN feat. Katakiri Rekka - Cardinal Rave [Expert],HD,5.523466184,14.67957004,44.04832979
298,Bentham - Chicago [Re: Wonder],NM,6.03592913,14.59822024,32.84438308
76,SMETANA Band - Ya Govnar' [Extreme],NM,7.288343683,14.52318335,32.16716531
245,Mitsunori Ikeda ft. Aimee B - Fallen Angel (El Poco Maro Remix) [Ascension],DT,5.035017076,14.41856581,61.11165362
822,MIMI feat. Hatsune Miku - Ai no Sukima [Radiance],EZHD,5.794779357,14.39747936,11.9182214
