replay_idx,beatmap_name,mod_str,nm_stars,neg_loglik_FC,neg_loglik_SS_given_FC
285,EVO+ - [A]ddiction [117's Insane],NM,4.153993926,4.812724231,33.20950804
446,Various artists - Spaced Streams Compilation [code crimson],HD,5.564377423,4.81003834,14.31288956
141,Ishihara Kaori - Plastic Smile (TV Size) [My Angel Nymphe's Insane],HDDT,4.528015013,4.807234193,15.75842068
933,S3RL - Bass Slut (Original Mix) [Indecent Insane],HDDT,4.610647091,4.802075292,10.31673906
939,Spira Spica - Sansan Days (TV Size) [Insane],HDDT,4.637534345,4.801240812,9.141351907
105,ClariS - SHIORI -TV size mix- [Extra],NM,5.300088198,4.799407751,12.98779979
273,technoplanet - Juvenile [Insane],NM,4.675072571,4.79911982,35.75359813
401,kradness&Reol - Remote Control [Max Control!],DT,5.724851834,4.773086372,30.95933414
562,Sasaki Shiori - Indigo Star [Insane],HDDT,4.16237812,4.765727886,29.32502863
276,Kicco - Amazing sky [Momoka's Insane],HDDT,4.107455783,4.749079477,19.36894199
621,Masayuki Suzuki - DADDY ! DADDY ! DO ! feat. Airi Suzuki (TV Size) [Kujinn's EXPERT !],DT,4.353794303,4.702892101,10.58829453
958,The Cab - Angel With A Shotgun (Sped Up Ver.) [Akitoshi's Expert],HDDT,4.653921296,4.689479234,10.85686987
29,ClariS - SHIORI -TV size mix- [Habi's Extra],NM,5.163784236,4.687377757,13.75956611
469,STAYC - STEREOTYPE [Hard],HDDT,3.256869412,4.681407097,16.01017808
587,MIMI feat. Hatsune Miku - Marshmary [Horizon],NM,5.491229107,4.668823399,12.84096715
642,EDOGA-SULLIVAN - WONDERFUL WONDER (TV Size) [WONDROUS],HDDT,4.68571824,4.647551576,9.129345175
177,ZUN - Dark Side of Fate [Lunatic],NM,4.784486675,4.639431602,44.42381731
909,ZUN - Judgement in the Sixtieth Year ~ Fate of Sixty Years [Insane],HDDT,3.373159069,4.631965592,28.8418839
965,Yamajet feat. Hiura Masako - Sunglow (Cut Ver.) [Kowari's Extreme],HDDT,6.020871572,4.588528977,17.58413315
427,Sawamura Spencer Eriri (CV.Oonishi Saori) - Blooming Lily [Insane],DT,4.013102444,4.577347674,20.3477377
492,"Getter Jaani - Rockefeller Street (Nightcore Mix) [1-2, 7 3.]",DT,5.466533661,4.52820815,24.83138328
620,sweet ARMS - I swear (TV Size) [Yasai's Extra],NM,5.352418513,4.508182036,15.97155179
604,TrySail - Utsuroi (Short Ver.) [mnyui's Extra],NM,5.279954856,4.49673798,6.957304857
467,yanaginagi x THE SIXTH LIE - LEVEL (TV Size) [Expert],NM,4.916578728,4.490540544,21.86505382
299,MIMI feat. Hatsune Miku - Marshmary [Insane],HDDT,4.541266365,4.489364095,10.086565
930,Seishun Buta Yarou Cast - Fukashigi no Karte [Uyamuya],NM,3.612963046,4.481266997,17.65004041
736,Nashimoto Ui - AaAaAaAAaAaAAa [SMOKELIND's InSaNE],HDDT,4.365434275,4.479693669,11.12551981
936,supercell - Kimi no Shiranai Monogatari [Our Story in the Stars],DT,5.454034408,4.473331604,33.28053331
652,Feint - Tower Of Heaven (You Are Slaves) [Another],NM,4.392075877,4.47073591,48.36472602
521,HO-KAGO TEA TIME - Kira Kira Days (Cut Ver.) [Reform's Expert],NM,5.452532018,4.421424001,10.49673041
925,Icon For Hire - Make a Move (Speed Up Ver.) [Lami's Extra],NM,5.870890551,4.404057793,6.349803414
254,Hommarju feat. Latte - masterpiece [Insane],HR,4.687747322,4.403091767,25.68317011
656,Bad Bunny x Mora - Una Vez (Cut Ver.) [PKHG'S HARD],NM,3.288630203,4.366308922,20.11889529
747,Ricky Montgomery - Cabo [Hard],NM,3.021475372,4.357084531,22.6972185
851,Kidd Tetoon feat. Diego Smith - Illuminati (Cut Ver.) [Secreto],NM,5.028900127,4.342566496,16.90492548
956,Mago de Oz - Bajo mi piel [Broken Faith],HDDT,4.408352478,4.342429571,35.10668124
389,LilDeuceDeuce - EVERYBODY DO THE FLOP (Cut Ver.) [Aakki's Hard],DT,3.659386751,4.31208151,12.19644236
54,MIMI feat. Hatsune Miku - Marshmary [Horizon],HD,5.491229107,4.309349269,12.0457511
980,kis-kis - ne uchi (Cut Ver.) [Reform's Expert],NM,5.444426882,4.293092727,8.069303395
286,Starset - My Demons [Insane],NM,4.496890779,4.251873785,19.896233
927,GHOSTEMANE - Mercury: Retrograde [Kalindraz's Insane],NM,4.458197193,4.220708147,18.95670682
392,9mm Parabellum Bullet - Inferno [Agonizing Insane],NM,4.662439042,4.189729084,26.2913968
794,ClariS - Hitorigoto -TV MIX- [Xxdeathx's Insane],NM,4.94273125,4.167691474,13.21166056
591,Fujijo Seitokai Shikkou-bu - Best FriendS -TV Size- [Fycho's Insane],NM,4.899453178,4.159257381,17.29744105
549,saradisk - 168 - 401 [Insane],NM,4.335289418,4.156337612,15.80207973
865,MIMI feat. Hatsune Miku - Ai no Sukima [Insane],HDDT,4.515536577,4.149849645,8.642869005
902,Panda Eyes & Teminite - Immortal Flame (feat. Anna Yvette) [Insane],NM,4.253462188,4.128586915,19.12976148
857,supercell - Kimi no Shiranai Monogatari -TV Edit- [Insane],NM,4.69166567,4.121932106,17.96696366
217,S3RL - I'll See You Again (feat. Chi Chi) [Hard],NM,3.28485386,4.113150907,26.23623199
922,Maffalda - pensamento tipico de esquerda caviar [Kuron's Insane],HDDT,4.69488118,4.109037623,10.3326755
314,Junjou no Afilia - Kyuukyoku Unbalance! (TV Size) [Kowari's Insane],HDDT,4.24595183,4.092663596,20.62758931
386,Within Temptation - The Unforgiving [Stairway to the Skies],NM,3.019800794,4.091313196,32.47106061
957,Within Temptation - The Unforgiving [Stairway to the Skies],NM,3.019800794,4.091313196,32.47106061
490,Three feat. Kagamine Len - Ego Rock [Extra],NM,5.043585025,4.076103869,10.88501726
555,YOASOBI - Love Letter [Please accept my overflowing emotions.],HD,4.41688205,4.064142426,18.26062222
632,Unknown Artist - Miniministop Hitoyasumi no Uta[Mokuyoubi]Gakusei no Uta [Chromstrata's Extra],EZHDDT,3.786219784,4.056655846,4.778227886
293,Yooh - snow storm -euphoria- [EXHAUST],NM,4.796489524,4.055331523,35.8450677
447,Ci Mei Gui - Wu Xuan Lan [Zekks' Insane],HDDT,4.227983539,4.045138671,13.13006952
535,Riryka - Glass no Loneliness [Clear],HD,3.61772732,4.03708453,31.19293244
99,OxT - Clattanoia (TV Size) [GLACEON'S NORMAL],NM,2.292287815,4.002525962,15.1491767
582,Ikimono Gakari - Netsujou no Spectrum [Tt's Insane],DT,3.946926101,3.990456677,17.86302341
671,Turbo - PADORU / PADORU [Gift],NM,6.300908351,3.980565421,7.05282151
981,ClariS - Hitorigoto -TV MIX- [Insane],HDDT,4.367230747,3.972317257,9.587263347
242,OxT - Silent Solitude [Ipas' Insane],NM,4.103263524,3.966385975,24.81833646
839,Hyadain - Hyadain's Jojo Yujo (TV Size) [Hard!],NM,3.3212361,3.964325893,13.43421326
360,Yuma Mizonokuchi feat. Ai Ohsera - Princess Lily [Hard],NM,3.600707308,3.944396067,18.76378256
62,Lia - Bravely You (TV Size) [-Tochi's Insane],NM,4.623425115,3.929857144,15.86439954
493,the peggies - Ashiato (TV Size) [Aistre's Insane],NM,4.228402314,3.910301911,19.38649987
994,Ando Hirokazu - Gourmet Race [Expert],NM,4.79689737,3.895608574,12.15694349
681,"Gabry Ponte, LUM!X, Prezioso - Thunder (Nightcore Mix) [Easy]",NM,1.723738667,3.885117207,16.46228302
73,Giga feat. KAFU - CH4NGE [TH3 THR1LL OF CH4NCE],HDDT,4.216045444,3.877836748,20.40678459
193,Junichi Masuda - Gym Leader Battle (Black/White ver.) [vs. Kurai],HDDT,4.095449927,3.866918052,16.52541666
766,supercell - The Bravery (TV Edit) [Insane],HDDT,4.1118342,3.838264574,8.530754662
1,ayase rie - yuima-ru*world [Real's Insane],HD,4.350004994,3.805795801,25.47350591
691,Nanamori-chu * Goraku-bu - Acchu~ma Seishun! (TV Size) [Reform's Extra],HR,5.30739679,3.784734313,15.46320658
758,Yasuda Rei - Passcode 4854 (TV Size) [Dream],DT,4.136288599,3.783240932,7.299656909
630,Kayano Ai - Oracion(TV-Size) [wkyik's Insane],NM,4.437269199,3.776528251,15.04475329
357,Okazaki Taiiku - Kimi no Bouken (TV Size) [Extra],HDHR,6.028820793,3.742161828,11.04387
189,Sayuri - Sore wa Chiisana Hikari no Youna (TV Size) [browiec's Expert],HDDT,4.336819851,3.700231394,7.629091009
800,Tamura Yukari - MERRY MERRY MERRY MENU... Ne! [Kencho's Insane],HDDT,4.293985115,3.696923165,8.336160632
399,Meiko - Leave The Lights On (KROT Remix) [Insane],NM,4.06974258,3.633949347,19.77546689
646,LVTHER - Some Kind Of Magic (Feat. MYZICA) [Walao's Insane],HD,4.152145836,3.567290093,9.605640662
28,DM DOKURO - SAVE (Encore) [Fatfan's Expert],NM,4.998148763,3.55110195,8.65174421
552,The Living Tombstone - My Ordinary Life [Insane],NM,4.557102524,3.531519418,5.371229274
673,MIMI feat. Hatsune Miku - Mizuoto to Curtain [Lucid],HD,5.919261866,3.524180357,8.079958199
525,"Yuni (CV: Kohara Konomi), Chieru (CV: Sakura Ayane), Chloe (CV: Tanezaki Atsumi) - Nakayoshi Sensation [sahuang's Normal]",DT,1.951382644,3.517268482,11.72699802
138,Aiurabu - Kani*Do-Luck! (TV Size) [Extreme!],HDHR,5.996961196,3.512896509,7.630754672
812,The Cab - Angel With A Shotgun (Sped Up Ver.) [Insane],DT,3.995861501,3.505756393,9.098349826
915,September - Satellites [Insane],HDDT,3.930441831,3.498034372,13.59221946
848,Yasuda Rei - Passcode 4854 -TV edit- [Insane],DT,3.831027135,3.4837582,11.29960597
531,Partai Perindo Indonesia - MARS PERINDO [upah mocalice untuk menyatukan bangsa dan negara],DT,4.580506698,3.448784485,4.268660666
998,Bladee - Hotel Breakfast [Good boyy],NM,3.984093776,3.439367261,16.89116675
142,sweet ARMS - Trust in you (TV Size) [Another],NM,4.647580554,3.427799039,10.81659993
328,IOSYS - Endless Tewi-ma Park [Tewi 2B],DT,2.697355317,3.411843532,18.30026215
883,S3RL - Bass Slut (Original Mix) [Reform's Filthy Expert],DT,5.296457515,3.408301203,13.41628809
918,Aqua Timez - Saigo made II (TV Size) [browiec's Extra],DT,5.603649481,3.389564544,14.66176001
232,/v/ - AAAAAAAAAAAAAAAAAAAAAAAAAAAAAY LMAO [Kyshiro's Ayylien Invasion],HD,6.002547611,3.383711957,4.080289277
585,nomico - Hoshikaze no Horoscope (TV Size) [Skystar's Insane],DT,4.084880562,3.373409342,10.74614896
441,EDOGA-SULLIVAN - WONDERFUL WONDER (TV Size) [Insane],HDDT,4.572944558,3.353752588,6.055157039
323,TRUE - Soundscape [Waji's Hard],NM,3.34918315,3.325106877,11.79234303
589,Reol - No title [Lust's Insane],HR,5.218466469,3.31389302,10.28264924
644,The Living Tombstone - Goodbye Moonmen- Rick and Morty Remix [Insane],NM,4.437338853,3.300800608,8.375045117
811,Memme - Plasma Gun [eXtra],HDHR,5.274730875,3.300725706,26.64277118
575,Roromiya Karuta(Hanazawa Kana) - sweets parade [Walao's Extra],HD,5.300087232,3.29053798,11.86353456
779,ClariS - Hitorigoto -TV MIX- [Hard],DT,3.404797549,3.258749138,10.03948764
234,Johnny Berglund - Angry Nu Metal Trailer No3 [Extra],HD,5.668736614,3.251883082,11.43778842
216,Mizuki Nana - STARTING NOW! [Nowa's Hyper],NM,3.901687409,3.24123097,11.02541834
867,ViViD - HIKARI (TV Size) [browiec's Insane],NM,4.495674136,3.220636232,7.773008264
557,Syoko Hoshi (CV: Satsumi Matsuda) - Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix [Yuria's Insane],HD,4.019959841,3.214154163,10.33210631
175,Grant Kirkhope - King Sandybutt's Tomb [I    N    S    A    N    E],NF,4.402617735,3.213787322,14.51462234
887,Oskar Schuster - Fjarlaegur (Cypix Remix) [Insane],NM,4.379244515,3.207937289,7.371199445
993,Tanaka Hirokazu - C-TYPE [A-TYPE],NM,3.049572959,3.184967333,16.51841466
619,Lia - Bravely You (TV Size) [KIRANAGAMATU's Insane],DT,3.906076384,3.178806825,7.533676268
561,MIMI - Shijima ni Saku (Cut Ver.) [Insane],HDDT,4.446150575,3.174063073,6.428353511
41,Hyadain - Hyadain's Jojo Yujo (TV Size) [Karaage's Insane!],NM,3.978816386,3.172510643,10.52041677
676,kis-kis - ne uchi (Cut Ver.) [Insane],NM,4.365271552,3.147012083,7.499569629
649,Delta Heavy & MUZZ - Higher Ground (feat. Cammie Robinson) (Cut Ver.) [Reaching Out],NM,4.540894128,3.128489033,11.26808085
364,Mrs. GREEN APPLE - Inferno (TV Size) [Fire Force],HD,4.713284816,3.122818888,13.87046561
679,Tomatsu Haruka - courage (TV Size) [NiNo's Insane],NM,4.297535369,3.114157048,8.524686255
564,Krewella - Live for the Night (Nightstep Mix) [-Yuzuriha's Insane],HD,4.070018464,3.10642252,30.45724272
697,The Koxx - A FOOL MOON NIGHT (SHORT VER.) [Insane],HD,4.140175009,3.071144986,15.06183309
950,Reol - No title [Lust's Insane],HDHR,5.218466469,3.0690935,9.599177493
612,HO-KAGO TEA TIME - Kira Kira Days [pkhg's Insane!!],NM,3.936885348,3.065092945,9.86017427
58,MIMI - Ai no Sukima (Arrange Ver.) [Sabishii],NM,4.237256985,3.054487249,8.03311749
322,Tsuji Ayano - Kaze ni Naru [Insane],HDDT,3.564236217,3.048441781,15.11128928
31,cinnamons x evening cinema - summertime [plaudible's hard],DT,3.085419153,3.024302547,18.20750754
807,MYTH & ROID - HYDRA [AKITOSHI'S HARD],HDDT,3.506192124,3.02312727,10.01639024
311,Icon For Hire - Make a Move (Speed Up Ver.) [Lami's Extra],HDHR,5.870890551,3.017379194,5.630636121
963,mimimemeMIMI - Harebare Fanfare [Hazu's Insane],NM,4.427604693,2.999760025,7.616375952
413,MIMI feat. Hatsune Miku - Mizuoto to Curtain [Extra],HD,5.428488225,2.982261663,7.814607431
480,MIMI feat. Hatsune Miku - Ai no Sukima [Insane],NM,4.515536577,2.958328888,8.692944889
471,Yasuda Rei - Passcode 4854 -TV edit- [Insane],HDDT,3.531706423,2.955756156,8.300170618
384,Mrs. GREEN APPLE - Inferno (TV Size) [Hard],NM,3.151080907,2.935367719,10.1970149
18,Soushi Sakiyama - Uso Janai [Normal],HDDTHR,2.159150798,2.915449927,20.55353489
745,Brad Breeck - S2 Trailer Theme [Beware],DT,4.179448292,2.896584671,14.6436282
9,m1v - you [insane],NM,4.299809195,2.817217933,7.310428959
846,Nanahira - Chikatto Chika Chika [Normal],NM,2.011667386,2.811026007,7.959165114
455,Aimiya Zero - -ERROR [Hyper],HRNF,4.04258228,2.805498769,23.9038625
738,Uchikubi Gokumon Doukoukai - Futon no Naka kara Detaku Nai [Advanced],HDHR,2.313562846,2.797099983,15.11738649
791,Shikiura. - Garandou no Nou ni Ai o Choudai [Expert],HR,4.962551275,2.792790504,21.41516214
996,Will Stetson - Harumachi Clover (Swing Arrangement) [Fiery's Extreme],NM,5.813916109,2.782198244,3.803915991
834,"Seth Everman - how to create the weeknd's ""blinding lights"" [mario and bowser kissing (illegal)]",HDDT,4.833484979,2.780768996,3.719099462
912,LMYK - 0 (zero) (TV Size) [Hard],NM,3.049505945,2.755143515,12.19736814
824,Various Artist - Long Stream Practice Maps [Ai no Niwa BPM120],NF,3.294525119,2.744140888,68.31963377
331,MIMI feat. Hatsune Miku - Ai no Sukima [Radiance],HDHR,5.794779357,2.733594203,8.843195521
157,UNDEAD CORPORATION - Everything will freeze [Hard],HR,2.592789554,2.73199187,16.12131825
207,Maeda Tatsuyuki - Flying Battery Zone Act 2 [Insane],DT,4.035331815,2.711073827,26.16790981
208,Suzuki Aina - Hikariiro no Uta (TV Size) [Kirishima-'s Insane],HDDT,4.750177094,2.707008385,19.04944947
759,SMiLE.dk - BUTTERFLY (UPSWING MIX) [INSANE],DT,4.172768427,2.696298432,35.91423545
775,Hayley Williams - Airplanes (Feint Drum and Bass Remix) [Nostalgia],DT,4.376018399,2.690244914,4.226786523
341,Powerwolf - Army Of The Night [Priest's Insane],HDDT,4.880490805,2.685851899,25.72859342
755,"Gabry Ponte, LUM!X, Prezioso - Thunder (Nightcore Mix) [Easy]",HDHR,1.723738667,2.683396695,13.62469417
997,Marshmello x Jonas Brothers - Leave Before You Love Me [Hard],DTHR,2.534973203,2.662562823,16.488516
770,Post Malone - Circles [Insane],HDDTHR,3.769851322,2.651398374,14.96056338
798,9mm Parabellum Bullet - Inferno [Agonizing Insane],DTNF,4.662439042,2.647872147,25.25750533
869,Okazaki Taiiku - Kimi no Bouken (TV Size) [Reform's Extra],HDHR,5.386981816,2.641627011,8.634575873
21,sumika - Fiction (TV Size) [Normal],NM,1.802802197,2.634423237,8.982256924
88,Knife Party & Tom Morello - Battle Sirens (RIOT Remix) [Djulus' Hyper],NM,3.542634957,2.623458402,12.00982049
970,Inori Minase - Aimaimoko [Confession],HDDT,4.279177941,2.616649535,11.1016726
289,Rita - Panorama Blue [Hard],HDDT,3.112977323,2.61286879,8.641222377
818,TheLaxOne - Skrillex Circulation [Hard],DT,2.940299817,2.590862028,8.047876974
518,LiSA - Akeboshi (TV Size) [Normal],NM,2.240318775,2.588412108,8.90451595
263,IOSYS - Endless Tewi-ma Park [Tewi 2B],NM,2.697355317,2.577612098,18.34204168
792,ClariS - Hitorigoto -TV MIX- [Little's Hard],HDDT,3.300291936,2.556185581,9.225035627
385,Feint - Tower Of Heaven (You Are Slaves) [Hyper],HDDT,3.759085963,2.556158182,29.18945221
565,Various Artist - Jump Training #1 [Run - Lvl 1],NM,3.845721853,2.527500008,7.438938156
742,Jamie Christopherson - It Has To Be This Way (Platinum Mix) [NORMAL],HR,2.463856194,2.516233144,10.09117413
183,Turbo - PADORU / PADORU [Nevo's Expert],NM,5.326839298,2.508968235,4.734004577
233,XXXTENTACION - Hope [Hard],NM,2.637187385,2.487345757,9.901818095
489,Dean Fujitoka - History Maker (TV Size) [ReFaller's Hard],DTNF,3.270093129,2.466067055,8.797276972
905,Ryu* feat.Mayumi Morinaga - Din Don Dan [ClariS' Insane],HDDT,3.860528853,2.456574357,25.94668781
892,Savage Garden - I Want You [Tough],DTHR,2.899636603,2.431178852,1.667066342
935,Turbo - PADORU / PADORU [Christmas Drift],HD,5.722295253,2.430017755,5.058847495
166,Linked Horizon - Guren no Yumiya (TV Size) [Insane],NM,4.083471159,2.430005111,14.11386621
672,Sayuri - Sore wa Chiisana Hikari no Youna (TV Size) [Insane],DT,3.751979013,2.421020816,6.157346135
862,Hoshimachi Suisei - TALALALALALALALALALALALAAAAA LALAAAAAAAAAAAAA [Honig's Insane],NM,5.138414874,2.418633228,3.13645435
434,"RAMM ni Haiyoru Kuuko-san to Kuune-san - Sister, Friend, Lover (TV Size) [Hard]",HDDT,3.55850756,2.38996988,9.298368227
462,Syoko Hoshi (CV: Satsumi Matsuda) - Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix [Insane],HD,4.61250743,2.368835526,7.596948133
888,Ray - a-gain [Insane],HDDT,3.582085186,2.324467957,8.642374465
825,SoundTeMP - Title [Connecting],HDHR,4.766868432,2.308556492,13.85858611
48,Trial & Error - Taiatari*Romance feat. Ayuru Ouhashi (Short Ver.) [Insane],NM,4.292223371,2.266723145,8.08567839
548,UNDEAD CORPORATION - Frozen [Collab Advanced],DTHR,2.856103905,2.256794849,13.2226316
932,Tia - Heart Realize (TV Size) [Insane],NM,4.35104134,2.252288018,8.238237774
628,Nakanoke no Itsutsugo - Gotoubun no Kiseki (Movie Size) [Insane],HDDT,3.455655415,2.24703047,9.560578721
919,YOASOBI - Love Letter [Hard],HDHR,3.556766033,2.240712025,20.06031323
731,LiSA - No More Time Machine -TV ver.- [Kanto's Insane],HDDT,3.44636506,2.199924508,12.66614567
553,YOASOBI - Yoru ni Kakeru (Ryox Remix) [The Falling iPhone],HDHR,4.71431777,2.179900169,3.808276781
93,YOASOBI - Shukufuku (TV Size) [Insane],HDDT,4.322954217,2.178393681,17.32521889
710,Iguchi Yuka - Platinum Disco (TV Size) [Gu's Hard],DT,2.81807805,2.161589006,9.190333841
973,MASAKI (ZUNTATA) - Touhou Kijinretsu [Hero's Normal],HDHR,2.520118846,2.149981782,11.21224761
529,"Daft Punk - Harder, Better, Faster, Stronger (Far Out Remix) [4* Jump Training]",HDHR,4.035611237,2.140783676,13.69538066
984,Okazaki Taiiku - Kimi no Bouken (TV Size) [Shiinoha's Insane],DT,4.778414013,2.136151722,9.985490069
361,Amatsuki - DORAEMON [A r Mevo's Insane],HDDT,4.437388914,2.127015736,12.6291112
613,SayMaxWell - Build Our Machine [Remix] feat. Triforcefilms [Battle's Normal],DTHR,1.979735405,2.12647511,18.99117489
77,Kugimiya Rie. Horie Yui. Kitamura Eri - Orange [Taeyang's Insane],HDDT,4.189641344,2.117276071,16.86009806
733,Mariya Nishiuchi - Don't let me down [Hard],DT,3.033390121,2.116399684,7.701549162
598,Alexandra Stan feat. Connect-R - Vanilla Chocolat (Sped Up Ver.) [Alphabet's Insane],NM,3.819926796,2.102188716,8.61343429
184,RADWIMPS - Katawaredoki [Twilight],DT,3.326123511,2.098812735,18.98893522
429,NateWantsToBattle - IN MY WORLD [Insane],HDHR,4.160210391,2.087799921,10.59770524
163,Nakajima Megumi - Hello! (TV Size) [Madoka],HDDT,3.259633321,2.043880417,7.71120731
885,REDALiCE - Pekorap Tropical House Remix [Hard],HDHR,3.634789351,2.035598802,7.958072235
608,Dendei - gabe power [Bara's Hyper],DT,3.800899384,2.027262673,11.83886033
530,Fujirokyu (Kari) - CRY MAX Do-Heijitsu Hajime no SEASON [Insane],NM,4.858723581,2.011113232,2.943183366
3,Masatoshi Ono - departure! (TV Size) [Insane],HD,3.917636277,2.001694581,12.20929359
983,chano & 40mP - Natsukoi Hanabi [N a s y a's Insane],HDDT,4.519058544,1.986212204,10.94166122
260,"Yamaguchi Rikako, Asakura Momo, Taneda Risa, Suwa Ayaka, Natsukawa Shiina - UNION!! [Pino's 4MIX]",HDHR,3.350562249,1.958714264,15.39919638
162,Herve Lavandier - Shuriken School (TV Size) [Insane],DTHR,4.41696044,1.950694746,6.002958345
876,Roses Epicurean - Yoru no Kodomo tachi [Shiro's Hollow],DT,3.775689041,1.948593412,10.25030158
789,suzumu - Tokyo Teddy Bear [Lunala's Normal],HDDTHR,2.407973723,1.946982294,7.598201518
301,Nakanoke no Itsutsugo - Gotoubun no Kiseki (Movie Size) [Insane],HD,3.455655415,1.942569387,10.76836659
777,Adit Sparky - Kalo Ngana Rindu Coba Dengar Ni Lagu [Kalo Susah],NM,2.910546785,1.915773154,15.94538376
663,Roses Epicurean - Yoru no Kodomo tachi [Shiro's Hollow],HDDT,3.775689041,1.821767058,9.626364816
678,Roses Epicurean - Yoru no Kodomo-tachi [Mortem's Nocturnal],DT,3.715819958,1.820035406,6.875309312
240,Drop - Granat [Extra],HDHR,5.067318068,1.774843322,8.344791065
439,DJ Mbon Mbon - Dj Salting (Cut Ver.) [Dj Hard],HDDT,3.193371919,1.760461178,17.17818812
863,Hoshino Gen - DORAEMON [Hopzki's Normal],HDDTHR,2.245856641,1.753828668,8.109212334
513,Will Stetson - Despacito ft. R3 Music Box [Shunao's Hard],NM,3.358890127,1.728437703,6.129112268
850,Rameses B - Neon Rainbow (ft. Anna Yvette) [CBH's Hard],HDDTHR,3.456167191,1.675883617,7.286038671
637,DM DOKURO - SAVE (Encore) [browiec & Kuki's Insane],HDDT,4.246731299,1.669207384,7.663565449
757,Hanasaka Yui(CV: M.A.O) - Harumachi Clover [Halation],NM,3.890219314,1.645890183,6.854358349
524,ClariS - Masquerade (TV Size) [Gabizon & Nodoro's Hard],DT,3.000194132,1.619225797,8.055649451
304,Pet na Kanojotachi - Kimi ga Yume wo Tsuretekita (TV Size) [Insane],HDDT,3.153470155,1.579594801,11.91515577
394,xi - Last Resort [BASIC],HDHR,2.366420867,1.483863983,4.248303429
201,Haruna Luna - Sora wa Takaku Kaze wa Utau (TV Size) [Easy],HDDTHR,1.265980026,1.452292808,5.323578308
206,toby fox - Quiet Water [TheOnlyLeon's Flowing],DT,1.725343457,1.366296324,1.944088445
450,Hoshino Gen - Koi [Frontier's Normal],HDDTHR,2.120495348,1.343031887,8.225546207
179,Unknown Artist - Miniministop Hitoyasumi no Uta[Mokuyoubi]Gakusei no Uta [Chromstrata's Extra],HDDT,3.786219784,1.334301818,3.947719881
61,Yu-Peng Chen @HOYO-MiX - Reconnaissance Captain [Dance of Sacrifice],NM,4.00543249,1.285030704,2.015219815
540,Drop - Granat [Insane],NM,3.998421192,1.261607921,4.541763799
795,Nico Nico Douga - Dr. KBC [Hyper],HR,3.362680392,1.250264843,6.545911854
295,Elmo and Cookie Monster - Cookie-Butter-Choco-Cookie [Linada's Insane],DT,3.844651976,1.249588806,7.240865475
695,Turbo - PADORU / PADORU [SMOKELIND's Insane],NM,4.366985195,1.22946361,3.144508356
414,AKINO from bless4 & CHiCO with HoneyWorks - MIIRO vs. Ai no Scenario [Walao's Advanced],HDDTHR,2.635785187,1.177959504,3.649477038
259,Roselia - Six Trillion Years and Overnight Story [Normal],HDDTHR,2.354580581,1.125335238,7.034141604
205,petit milady - azurite (TV Size) [easy],HDDTHR,1.676585845,1.027038878,4.990861861
372,"KOCHO - Hanyamaru Manten, Zenitendou. (TV Size) [Normal]",DT,2.296231493,0.961550654,2.326122786
526,AcesToAces - stay with me [Normal],DTHR,2.007641789,0.810858539,3.253100401
438,la planta - LA PLANTA [100pp Planta],NM,4.46306259,0.744369261,0.188379527
117,Shiro Sagisu - Next Episode [Hard],HDDT,2.973054958,0.627047291,2.714043185
176,R3 Music Box - Zankoku na Tenshi no These [Intermediate],HDDTHR,2.179747417,0.608554341,2.710005215
30,Gom (HoneyWorks) - Zen Zen Zense [Normal],HR,2.183930624,0.539066928,1.621710115
921,Toby Fox - Dialtone [[[Insane]]],HDDTHR,2.818873378,0.495321605,7.778991044
754,Crystal Castles - Affection (Mr.Kitty vs Invisibles Remix) [Normal],HDDTHR,1.549094932,0.3496967,1.224726785
