beatmap_name,mods,stars,pp_SS
Linkin Park - Breaking The Habit [turbo kolab],NM,7.643965385720611,30.889617825849335
DragonForce - My Heart Will Go On [Insane],NM,5.036140805540047,33.3760015066927
EPICA - Wings of Freedom [Victoria],NM,4.90329284694119,38.43633897347377
ARForest - Altros [Taeyang's Extra],HD,6.533315580448777,36.22779579575479
TUYU - Doro no Bunzai de Watashi dake no Taisetsu o Ubaouda nante [Shallowness],HDNF,7.231712971328948,28.207220789839134
Erehamonika remixed by kors k - Der Wald (Kors K Remix) [fuckface],NM,7.127819146069116,45.08998687408245
Green Day - Bang Bang [Mommy's Little Soldier],NM,7.711670111221021,28.18663478755934
THE ORAL CIGARETTES - ReI [Suou's Insane ft. torriru],NM,4.641608643857884,31.602584720114358
Wakeshima Kanon - Tsukinami [Nostalgia],DT,6.14668942876174,31.35379717525555
a_hisa - Alexithymia | Lupinus | Tokei no Heya to Seishin Sekai [Chronostasis],NM,5.52339448802406,30.75690133276604
Official HIGE DANdism - Mixed Nuts (TV Size) [CODE_NAME:THORN_PRINCESS],NM,5.989166975092065,32.86416105540554
Caramell - Caramelldansen (Ryu* Remix) (Nightcore Mix) [Collab],NM,5.4761050122910815,39.33728929860241
KISIDA KYODAN & THE AKEBOSI ROCKETS - Shitteru? Madousho wa Donki ni mo Naru no yo [shitteru?],HDPF,6.414647083165329,30.241658101182257
Fleshgod Apocalypse - The Violation [pishi's Extra],NF,6.637892041289769,39.5988278672583
Kevin Sherwood - Archangel [Deadly Angel],DT,6.830417723065915,46.38549001344269
Ayalis - Ai o Chikaishi Hime Kazari [captin's Extra],HDHR,6.32403255360135,33.32933476116372
Mikami Shiori - Shiawase Gift [Akariiin!],HD,4.884525312251652,32.32534012241818
Adust Rain - psychology [Subconscious],NM,7.801116585919328,32.37704810559593
Yooh - Ice Angel [Saint],HDHR,5.498326216885736,52.97790222418708
GYZE - HONESTY [DISHONEST],NM,7.114507345131963,56.756101198712486
"Imperial Circus Dead Decadence - Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo. [Marathon]",NM,7.834115156107909,50.31067043241178
Toby Fox - Rude Buster [Insane],HDDT,4.254694096435273,28.028574393542172
Serenity - Lionheart [Expert],HD,5.709619029031604,51.21132889538535
Kakka - lonely pirouette [gazimal's expert],NM,5.924863120270178,34.67674690585858
MIMI feat. Hatsune Miku - Ai no Sukima (Rock Cover) [Log Off Now's Expert],NM,5.916212651604204,30.216545735223416
xi remixed by cosMo@bousouP - FREEDOM DiVE [METAL DIMENSIONS] [METAL DIMENSIONS],NM,7.151588852232578,51.404657235220256
inabakumori - Tokoshizume [Mahiru's Expert],HD,5.121103680285343,29.893625673425106
Mio Yamazaki - Noise (English ver.) [Extreme],NM,6.871458122200871,26.5812132903207
sHimaU - Slotcore is Dead [Poltergeist],NM,6.979193822561406,43.21122701359921
kors k - Playing With Fire [toying with flame],NM,6.233767004144073,39.19552769494744
technoplanet - Juvenile [Extra],HR,5.818159695827312,46.40209711339172
The Cro-Magnons - Totsugeki Rock [Sotarks no Jutsu],HR,6.454149222730589,27.27551860543035
Rings of Saturn - Senseless Massacre [Daiyousei's Extra],NF,6.428424909612308,42.23505905857789
Various Artists - Jump Training Collection #4 [Level 5 - Psycho],NM,7.659137085786016,31.559319193076497
"Poppin'Party - Initial [Even now, I'm searching for you.]",HD,6.622020379828697,27.141764185578147
RIOT - Overkill [Start operation],NM,5.666723647927007,30.391999516018807
ShinRa-Bansho - Muishiki Requiem [lu^3's Extra],NM,5.983236339305602,32.532271952846166
Chroma - Still Believe [Final Hope],NM,6.419061448749926,34.40330280118807
Serenity - Lionheart [Expert],NM,5.709619029031604,51.261969692533626
Team Nekokan - Can't Defeat Airman [Holy Shit! It's Airman!!],NM,7.028291067000708,35.862313112322184
PORNOFIL'MY - Kto Vse Eti Lyudi? [Daycore's Independence?],NM,6.060652599837366,32.47060713719838
Natsu - Regression [Pure Culmination],NM,6.295486180788746,37.65555201417475
inabakumori - Lost Umbrella [Jounzan's PTSD Extra],NM,5.870945233631288,31.21554795504177
SOUND HOLIC Vs. T.Kakuta feat. YURiCa - TOXIC VIBRATION (extend ver.) [WARNING?],NM,6.935541011816427,41.288182394223824
Station Earth - Cold Green Eyes ft. Roos Denayer [Divine],NM,5.134487005171375,24.871403084753215
Remo Prototype[CV: Hanamori Yumiri] - Sendan Life [Crystal's Garakowa],NM,6.191417512295748,27.205559174170503
Atsushi - Kessen [Ultra],NM,6.319850134917686,29.504736627787484
Srav3R - Funk Vibes [FUNKY],NM,6.335094375289893,25.314864152071287
gmtn. (witch's slave) - Daraku no Sono [LXH Cat's Hard],HDHRSD,3.3538176458015045,20.913795418671935
Diao Ye Zong feat. Meramipop - Saifu 'Kamiasobi no Uta' [Distant Dream],HDNFV2,4.652071215599438,28.41976129062796
Yuyoyuppe - Palette GAMMA [Visions],NM,7.54041663993006,53.43125782111588
yuikonnu - Ghost Rule [Classic Extra],NM,6.67361878318918,35.49494158427567
THE ORAL CIGARETTES - Mou Ii kai? [NiVo's Extra],HDNC,5.837338829344761,42.42359636439149
bibuko - Reizouko Mitara Pudding ga Nai [Alphabet's Extra],NM,5.534150148433003,36.854475104363175
Tatsh - Xevel [-Tynamo's Insane],DT,4.650197406767209,31.529548882139647
XX:me - Escape [Freedom],NM,6.282885220983353,26.314601015636633
gmtn. (witch's slave) - Illegal Paradise (Grimoire rmx) [Insane],HDHR,4.877951861037113,31.826889231404856
Hanatan - Kotoba Tsunagi [Sakura],HD,4.624231483345601,25.665818135145358
Roselia - Six Trillion Years and Overnight Story [Future],NM,6.3378551766246645,37.83928288361227
Loki - Wizard's Tower [Ultimate Magic],NM,6.284486193426295,22.669051888843555
Serenity - Lionheart [Extreme],NM,6.442489525638989,52.18207288293141
nameless - Milk Crown on Sonnetica [MiLk ShAke 9*],NM,8.997230587191112,31.893947694556502
Wolpis Kater - Kuusou Ressha [Expert],HDHRNF,6.0445558914011865,37.1094754584914
Afilia Saga - Neptune*Sagashite [Insane],HDDT,4.024137900123353,28.43248979474079
Mandragora - Galactic Symphony [Cosmic Orchestration],NM,6.338796910627288,41.07678749318944
Seishun Buta Yarou Cast - Fukashigi no Karte [Uyamuya],NM,3.612963046116041,16.33892993351744
Vickeblanka - Black Rover (TV Size) [Extra],DTNF,6.347328215084255,25.66403271951448
Vickeblanka - Black Rover (TV Size) [Extreme],NM,7.002059015533613,26.54148753584355
Umeboshi Chazuke - Wakare no Namida wa Mata Au Hi made [Zizou's Extra],NM,6.4264107784733735,36.29461474417947
ONE OK ROCK - One by One [Sotarks' Rampage],HRNF,6.455847472967109,25.619318881645874
ryu5150 - Louder than steel [Stainless Heart],HD,7.104652497222707,51.41232223702784
Digital Sexy - Til Death (Nightcore Mix) [Reform's Insane],DT,4.374410296332707,22.26665741784246
Primary - Sweets Weekend [Insane],HDNC,4.208114783949574,24.90253280520719
RADWIMPS - Hikari [Ipas' Expert],NM,5.142103964272067,27.50690673800552
Pokapoka Ion - Yajirushi-> (TV Size) [zhui's Insane],NM,4.837324413146196,29.217483952331502
ClariS - Hitorigoto -TV MIX- [Kencho's Insane],DTHR,4.796198932540722,27.60383323886314
MIMI feat. Hatsune Miku - Mizuoto to Curtain [Sabishii],NM,5.668178311878547,29.47810231837231
Multiple Artists - thing [lol 235],HD,6.8005630136171416,53.205839121964814
Renard - Why Am I So Angry [Extra],NM,5.103399816882579,24.187381552249313
Yusuke - V (TV Size) [Taeyang's Extra],NM,5.977745550425905,20.316600008690592
Nakanoke no Itsutsugo - Gotoubun no Kimochi [Extra: Nino],HDDT,6.03324326502652,32.26229898013605
"Fear, and Loathing in Las Vegas - Let Me Hear [Extra]",NM,4.7359855966454,27.376053594849836
VINXIS - Sidetracked Day (Short Ver.) [Deflected Journey],NM,6.772904968518166,53.01336842514566
Nayugorou - White Promise [Memories],NM,5.687372961179706,34.46684741497039
"Wakeshima Kanon - World's End, Girl's Rondo(Asterisk DnB Remix) [We cry ""OPEN""]",HDDT,5.590392537652454,31.417156120606812
Vickeblanka - Black Rover (TV Size) [Extra],HDDT,6.347328215084255,25.64107845428386
CHiCO with HoneyWorks - Kessen Spirit [Not DT Farmer's Extra],HR,5.823491852592969,29.603337492791773
Avicii - Addicted To You [Hard],NM,2.892769899380668,16.714099158532605
Calliope Mori x Gawr Gura x DECO*27 - Q [R.I.P.],NM,5.546782914976789,26.115081717629703
Blend A - Bon Appetit S (TV Size ver) [Left's Sadistic],HD,5.346572088102751,28.650809746741018
Sabaton - Twilight Of The Thunder God [Ragnarok awaits],HRNF,6.460394149936127,53.597426854844656
litmus* as Ester - Krave [Collab Expert],NM,5.336431111068299,30.745383947435805
Camellia - Compute It With Some Devilish Alcoholic Steampunk Engines [JayBone's Extra],NM,5.453647375878543,31.841345701314687
UNDEAD CORPORATION - Frozen [Everything Will Freeze],NM,7.560603014575438,48.10128251458134
Hatsuki Yura - Muma Cauchemar [Nightmare],NM,5.641168621005473,38.93656613218843
II-L - LEVEL-DOWN [Equalize],NM,4.73970223696105,44.123663599160594
Amatsuki - DORAEMON [A r Mevo's Insane],DT,4.437388914216176,21.198122012327484
MOMOIRO CLOVER Z - SANTA SAN [1-2-SANTA],DT,6.31782603717497,25.83437109085584
765 MILLION ALLSTARS - UNION!! [One in a MILLION!!],HD,6.386063635012934,33.981539607388555
Kano - Yuudachi no Ribbon [Extreme],NM,6.917705221880507,28.779493674910626
Demetori - Shinkou wa Hakanaki Ningen no Tame ni ~ Jehovah's YaHVeH [Wind Priestess],NM,5.6023452346220335,41.32261205272947
LOONA - Hi High (Sewerslvt Remix) [Nightmare],NM,6.094646086542678,33.91865166777218
M.Iz - Kakenukeru Anime Song Medley IV [TWO DIMENSIONS],HDHR,5.402560266170441,34.097810811947895
Linked Horizon - Jiyuu no Tsubasa (TV Size) [0108],NM,4.149994270739616,29.46999972430568
40mP feat. yuikonnu - Ame to Asphalt [Rain],EZDT,6.265702536619945,26.40144022027129
Colors*Slash - Colors Power ni Omakasero! [Mitsuboshi Jump!],NM,6.152124002147527,25.061229195818804
Sumizome Nozomi (CV: Uehara Aoi) - Kokochi Ii Nichijou [Insane],HDDT,4.254137614086607,28.715435914270273
ONE OK ROCK - One by One [Kowali's Expert],NC,5.238669920436924,21.52905399278316
Hana - Sakura no Uta [Light Insane],DT,3.7073661115612113,19.08794445602663
Yellow Zebra - Koi no Flame [Lunatic],DT,4.602162125885193,26.616637302240193
UNDEAD CORPORATION - Everything will freeze [Freezing],NM,6.615449299489992,43.8084638448658
Omoi - Hey William (New Translation) [Smokeman's Dark Light Insane],DT,3.994404870109327,21.370330676292564
t+pazolite feat. Rizna - Distorted Lovesong [Love],HDHR,5.834390376331596,31.601904841973948
Suzuki Konomi - Realize (TV Size) [Grasp of the Undying],NM,6.303162442349645,27.94214963558045
OwataP - Turkish March - Owata \(^o^)/ [<Normal Mode>],NM,5.861852271516427,33.28984467069972
Camellia - Proluvies [Leader's Insane],NM,4.341513842373808,30.9854619672361
Doja Cat - Boss Bitch [Insane],NM,3.562444762693587,28.001451083260275
stream maps - BPM180-200 stream [BPM184 reunion by ouranhshc],NM,5.001380425628464,47.8824928662618
"MC Franciszek - Dobry Jezu (DnB Remix) [Wieczne spoczywanie, elo]",EZDT,6.0102235974215095,32.08925523362759
"Tomita Miyu, Sasahara Yuu, Lynn, Waki Azumi - +Kyuutie Ladies+ (TV Size) [Vampire Loli]",HDDT,5.276077235158953,23.82146427550726
cYsmix - Dovregubben's Hall [Insane],DT,3.8681376522219497,27.426384254313056
tokken - tokken [tokken],NM,6.923842802476449,34.206676492807276
ONE OK ROCK - One by One [Insane],NM,4.587122650712971,21.33937474439918
Hsinto & Qrest - Ouroboros -single Stroke Of The End- [CrucifiXion],NM,5.721698151306573,34.39209177347887
Camellia - +ERABY+E CONNEC+10N [OU+W0RLD D1REC+10N],HDNF,7.908561762341974,36.53663153716646
Nhato - Gekka [zerooooo],NM,6.8260477894540585,33.97003927294033
wa. vs. ETIA. - Akasagarbha -extended mix- [Chronoshift],NM,5.398531092198954,33.730068553959455
RADWIMPS - Zen Zen Zense (movie ver.) [Kalibe's Hard],NM,3.289934249380053,16.22231401325043
Suzuyu - Euphorium [White Star],NM,6.136551654975128,29.36959544908506
nao - Toaru Shoukoku no Ohimesama ga... [Princess],HD,6.750555419500284,33.501725209881585
DIVELA feat. Hatsune Miku - Beat Syncer [Insane],NM,4.796788570989012,21.113542332929725
t+pazolite - Oshama Scramble! (IOException Edit) [Keitaro's Expert],NM,6.363593402066769,26.949449176819787
II-L - Asteroid Field of DECAPLETS [X],NM,7.085318914353563,39.81892363298526
Nogizaka46 - Yubi Bouenkyou [Sotarks' New Adventure],DT,6.165917107260821,27.828451374049557
Tsukuyomi - Moonlight at midday [climb's Hard],DT,3.348692772232749,23.43017033957476
supercell - My Dearest (TV Edit) [Guilt],HDDT,5.044556589670759,34.71343902976289
BUD VIRGIN LOGIC - x Senritsu -Schlehit Melodie- [Kneel Before Me],NM,6.437932972504808,36.25910273828364
"$44,000 - #pumpmycrunkbeetz [GOOSE]",NM,6.541178857315538,29.649022727166184
HARU NEMURI - Trust Nothing but Love [My World],NM,8.53422190619509,33.564832797691096
earthmind - Another Heaven -game Ver.- [Desire],HD,5.113618443110544,27.915969212609316
PinocchioP - sukisukisukisukisukisukisukisukisukisuki [<3 <3 <3 <3 <3 <3 <3 <3 <3],NM,8.182231542393438,46.87669959056775
Camellia - Xeroa [Muya's VIVID+],NF,9.706144713357729,48.83437208675031
"Numakura Manami, Seto Asami, Fuchigami Mai - Justability [Amamiya Nathan's Shooting Star]",NM,6.406875849196108,29.149286795133644
Fleshgod Apocalypse - The Deceit [pishi's Extra],NM,6.32692739808388,39.430424396576896
MAXIMUM THE HORMONE - ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero (Chiptune Cover) [Reform's Extreme],NM,6.892445087038912,24.927972337789125
UNDEAD CORPORATION - Frozen [Collab Insane],NM,4.144979178441705,19.30298502680016
Rita - dorchadas [frozz's hard],DT,3.11064738380055,17.784266008320138
Seiryu - AO-Infinity [Refraction],NM,7.034864023788316,32.67130918820476
Nakamura Meiko - Core of Spark [Dash the Heart],NM,6.452988455987439,26.233470862103424
AliA - utopia [Feelings],NM,6.475010917467281,34.02494254453654
siromaru + cranky - conflict [Insane],HD,4.429631232359034,27.540833832378674
Mitsuki Kotono - Fuyu ni Saku Hana [Insane],HDDT,4.807433068177605,27.89416594851017
Cuco - Melting [Extra],NC,5.790834797922638,26.765328476795244
Geri Halliwell - It's Raining Men [Leave Those Umbrellas At Home],HDHR,9.894438547967528,33.23076476041776
TIN - Ticking (speed up ver.) [extra],NM,5.747593150356208,33.037925413638916
Sex Whales & Fraxo - Dead To Me (feat. Lox Chatterbox) [extrad1881 (ar 10)],NM,7.615875562472373,26.89901833166156
THE ORAL CIGARETTES - Monster Effect [Sotarks' Cataclysm],NM,6.462370617335639,32.27116222370936
TUYU - Namikare [Withering Tears],NM,6.976028127384328,39.04621171601506
Sakamoto Maaya - Okaerinasai (tomatomerde Remix) [Big Sis RoniX (welcomes you home)],NM,4.897247062850499,21.556401865602684
UNDEAD CORPORATION - The Empress [Ripples of 495 Years],NM,7.59108483552067,45.12866272432262
Syaro(CV.Uchida Maaya) - Caffeine Fighter [Momoka's Insane],HDDT,4.225348145807351,29.188594206553063
Unlucky Morpheus - FAITH [MOUNTAIN OF FAITH],NM,6.670971704823861,46.618867476614064
HARU NEMURI - Trust Nothing but Love [My World],HD,8.53422190619509,33.5395540742188
Mahiru - Taishou x [Extra],HR,5.182774774037383,25.901921387068757
Umeboshi Chazuke - Owari to Hajimari no Oto [New Beginning!],NM,6.980986293769886,36.359545940239215
Duca - TriColour Heartbeat [Kibb's Insane],HD,4.454454548609698,25.643723667455976
Sewerslvt - Kawaii Razor Blades (Astrophysics Remix) [Outskvrts of Sanity],NM,5.571426196610636,52.08296463591511
SOOOO - Happppy song [happy birthday to me.],NM,8.00547712618646,27.15589631872492
Fall Out Boy - Alone Together (Krewella Remix) [Extra],NM,5.404962289177171,31.179040316721803
Akiyama Mio (CV: Hikasa Yoko) - Heart Goes Boom!! [GAME Mix] [Kencho's Extra],HDDT,5.24546247027917,27.95143465252535
Neru x Rib - Jinsei wa Hoeru [pishi's Extra],HD,5.264856750164634,24.41623240801149
Green Day - American Idiot [Xahlt's Normal],NM,2.303385501304231,19.90214546367738
Utah Saints - Something Good '08 (Radio Edit) [Running Child],HRNF,6.567178551629943,35.910977694726995
yanaginagi - Sentimental [Insane],DT,4.492814224748546,31.885831928423475
Mrs. GREEN APPLE - Inferno (TV Size) [Fire Force],NM,4.713284815702212,24.457401765274973
THE ORAL CIGARETTES - CATCH ME [NiNo's Insane],NM,4.46624102972044,34.494549975899176
ONE OK ROCK - Start Again [Another],HDDT,5.21884400289108,25.63136839204682
Various Artists - Arphimigon Collection Two [Techno Kitty],NM,7.058405861783671,32.08094380497995
BABYMETAL - Gimme chocolate!! [EXTRA!!],HDDT,5.100927034022174,24.542503535131683
Various Artists - Stream Practice Maps 2 [FREEDOM DiVE BPM222.22],NM,6.082090026317918,63.33790742359455
Morimori Atsushi - Toono Gensou Monogatari (MRM REMIX) [Extra],HRNFV2,5.660056424803759,36.95806379645834
RADWIMPS - Yume Tourou [Walao's Light Insane],NM,4.004424506539047,24.425878207303686
Nakagawa Shoko - Sorairo Days [Collab Insane],HD,4.841940620821019,31.445350695304185
Nanashi Mumei - A New Start [Exploring for Even More],HDDT,4.355552736937511,26.38287186710385
Luna - Toki to Uta (Sped Up Ver.) [Extra],NM,6.642990650147454,32.84719870039679
Crywolf - Eyes Half Closed [Remap],HDDT,5.460696398773201,28.930452272456115
xi - Blue Zenith [FOUR DIMENSIONS],NF,6.776391507985391,49.089659914719284
Aether Realm - Swampwitch [Extra],HD,5.868638019821398,29.625514026667304
Tatsh - Xevel [Extra],HDDT,5.381875350044293,37.70735227806008
sawawa - Fire in the Phoenix [Eternal],NM,8.483198234379678,43.49822388522621
Saint Snow - DROPOUT!? [GO TO THE WORLD!?],NM,6.785496225609814,48.02638734617058
Logic - One Day ft. Ryan Tedder [ok this is epic],NM,6.665244421373795,23.393087135176536
GALNERYUS - RAISE MY SWORD [A THOUSAND FLAMES],NM,7.509694592036785,49.58254851807678
tokken - tokken [tokken],NM,6.923842802476449,34.206676492807276
FROZEN QUALIA - M'aider [Wish],NM,6.602335931794211,26.068936840722017
technoplanet - Juvenile [Extra],NM,5.818159695827312,46.40995357453089
3 Nen E Gumi Utatan - Bye Bye YESTERDAY (TV Size) [Infraction],HDDT,5.44317874025769,24.67833582239281
Chikamori Kayako - Kigurumi Sungeki [Collab Special],NM,5.389146415414043,29.043011179233176
Tanya Degurechaff (CV: Yuki Aoi) - Los! Los! Los! [Hard],NM,3.780224356304079,19.30281497012601
Seu Jorge - Amiga da minha mulher [Eu pego!],NM,6.363246890255688,27.652956360780294
Tech N9ne - Speedom (WWC2) (feat. Eminem & Krizz Kaliko) [Extreme],NM,5.8561712873096265,30.15501370572753
THE ORAL CIGARETTES - 5150 [Collab Extra],NM,5.470564988886355,26.218255345836138
"Imperial Circus Dead Decadence - Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo. [Reverberation]",NM,6.8099895259797405,28.662170175935447
Kurokotei - Galaxy Collapse [Galaxy],NF,9.407500092652796,31.607950671446424
REDALiCE - Pekorap Tropical House Remix [Universal Daikaiten Peko Peko no Mai],EZDT,6.948137533917508,26.492685871808966
"PinocchioP - God-ish feat. Hatsune Miku [""       ""]",NM,5.9961717235622665,31.890154902464392
Hana - Sakura no Uta [Euphoria],NM,5.590860004997763,25.299631578693692
Foreground Eclipse - I Bet You'll Forget That Even If You Noticed That [Each And Every Word Leaves Me Here Alone],NM,7.084533494911701,37.24437353096056
HO-KAGO TEA TIME - Kira Kira Days (Cut Ver.) [Shiawase!],NM,6.205394142852292,24.313561127923165
Amatsuki - DORAEMON [Best Friend],DT,5.387872986216004,26.86381612136976
kradness&Reol - Remote Control [Max Control!],NM,5.724851834273454,26.57619415756215
Poppin'Party - KIZUNA MUSIC [Trust],HD,6.476501217177822,30.808469691649556
Sakaue Nachi - Crazy Hot [Lunatic],NM,4.339693887617663,32.12787287765616
xi remixed by cosMo@bousouP - FREEDOM DiVE [METAL DIMENSIONS] [METAL DIMENSIONS],NM,7.151588852232578,51.404657235220256
